target_name,s_ra,s_dec,dataset,MJD-OBS,em,coord_block,temp_block,cluster
UNKNOWN,210.14514758538647,62.5165916288174,JWST,60387.625203811,1950.0,"(2101, 625)",8626,0
NRS2-FP4MIMF,89.72995,-66.40631111111111,JWST,59657.4040044702,1150.0,"(897, -665)",8522,0
2MASS-12194708-1234012,184.94622149143493,-12.56708219482976,JWST,59963.69449282408,2121.5,"(1849, -126)",8566,0
UNKNOWN,189.2205746371372,62.23635031327733,JWST,60703.75882991285,4433.0,"(1892, 622)",8671,0
W2-8984,156.0106350895243,-57.758862555780965,JWST,60505.28272801175,2850.0,"(1560, -578)",8643,0
UNKNOWN,15.011103140041632,28.078249970284386,JWST,60666.54144264149,1990.5,"(150, 280)",8666,0
UNKNOWN,62.50717311927155,-1.5373476110753237,JWST,60364.076763892015,1990.5,"(625, -16)",8623,0
GOODSS2015,53.17137958333333,-27.88344444444442,JWST,60231.06009995012,2950.0,"(531, -279)",8604,0
J159-02-Tile-3,159.21199166666668,-2.5524944444444486,JWST,60461.98374208363,1147.5,"(1592, -26)",8637,0
2MASS-23425655+0014229,355.73587186197284,0.2398883192177917,JWST,59906.39932428241,2121.5,"(3557, 2)",8558,0
UNKNOWN,189.0162490526859,62.27814717633065,JWST,60728.19705584415,4433.0,"(1890, 622)",8675,0
VI-CYG-1,307.7939190880497,41.531504884607344,JWST,59836.5484967949,3221.5000000000005,"(3077, 415)",8548,0
1808347,272.14476375,69.45798055555557,JWST,59740.090863125006,2850.0,"(2721, 694)",8534,0
UNKNOWN,76.99287611193913,-37.62602466457343,JWST,60693.4043021548,4433.0,"(769, -377)",8670,0
2MASS-00165617-2605126,4.234135702155534,-26.086865462764944,JWST,60260.07502885417,2121.5,"(42, -261)",8608,0
UNKNOWN,18.06957711912352,-38.17011500048559,JWST,60603.60155880319,1990.5,"(180, -382)",8657,0
TRAPPIST-1B,346.6283191385286,-5.044449674294454,JWST,59916.93456352917,15000.0,"(3466, -51)",8559,0
UNKNOWN,150.30110885216658,1.8907303661800687,JWST,60053.73845129288,1550.0,"(1503, 18)",8579,0
UNKNOWN,189.3999890204425,62.17522704219756,JWST,60731.54896008645,4433.0,"(1893, 621)",8675,0
2MASS-10590676-6906018,164.7780395552847,-69.10051889086672,JWST,60452.09133248843,2121.5,"(1647, -692)",8636,0
UNKNOWN,69.69115613314233,26.29159644072772,JWST,60214.95290540943,1990.5,"(696, 262)",8602,0
J1007-eMPT-target-pointing0,151.99397083333335,21.255541666666662,JWST,60074.414427874304,2950.0,"(1519, 212)",8582,0
UNKNOWN,216.08478384599488,24.248774415835,JWST,60089.84415174462,1500.0,"(2160, 242)",8584,0
v16,177.39843875,22.399541666666668,JWST,60100.61712424144,3330.0,"(1773, 223)",8585,0
CatAfterPreImaging,150.20994583333334,2.5683416666666665,JWST,60423.629464622514,1147.5,"(1502, 25)",8631,0
2MASS-17373569+5310207,264.3987847304546,53.17250101444054,JWST,60400.41670609954,2121.5,"(2643, 531)",8628,0
Serpens_Targets,277.48411791666666,1.2426361111111113,JWST,60167.72908156643,3330.0,"(2774, 12)",8595,0
NGC4571,189.23492,14.217330555555556,JWST,60469.669689037495,7700.0,"(1892, 142)",8638,0
5997_obs1_trim_ref_updated,53.17606583333333,-27.779569444444466,JWST,60600.363024581486,2950.0,"(531, -278)",8657,0
URANUS,50.55289977473197,18.260721775637887,JWST,60708.17904896991,1671.0,"(505, 182)",8672,0
12306-COS-6.20-S,150.12745916666665,2.326425,JWST,60066.059432741546,2950.0,"(1501, 23)",8580,0
UNKNOWN,180.35747544410447,2.3582819234005177,JWST,60118.72064867627,1500.0,"(1803, 23)",8588,0
39,261.19635416666665,-34.26139444444442,JWST,59792.05304788102,5600.0,"(2611, -343)",8541,0
NRCA3-FP1,93.469305,-64.94657777777775,JWST,59686.116695604855,1417.0,"(934, -650)",8526,0
UNKNOWN,215.1200611981133,52.917574888951,JWST,60733.51736443982,4433.0,"(2151, 529)",8676,0
Obs1_16,214.96609125,52.87387777777778,JWST,60397.27569471458,3330.0,"(2149, 528)",8628,0
UNKNOWN,189.45058757060323,62.35061946603845,JWST,60031.268409477954,4433.0,"(1894, 623)",8575,0
P330-E,247.89081561198628,30.145960747566832,JWST,60426.91110787593,3221.5000000000005,"(2478, 301)",8632,0
CEERS-NIRSPEC-P8-MR-MSATA,215.10220708333333,52.98559722222223,JWST,59934.84471256181,2850.0,"(2151, 529)",8562,0
2MASS-J00470038+6803543,11.758435434789412,68.0637353569565,JWST,60349.19730939722,7500.0,"(117, 680)",8621,0
10LAC,339.8153149279201,39.05023423295269,JWST,59783.55584461181,2800.0,"(3398, 390)",8540,0
J0305M3150,46.3205,-31.848888888888894,JWST,59803.79494658235,4400.0,"(463, -319)",8543,0
IRAS16293_MSA_Cat_6Feb2024,248.10553000000004,-24.48046388888889,JWST,60405.007767486575,3985.0,"(2481, -245)",8629,0
EGS-THREEDHST-FINAL-V2.80,214.85164916666665,52.85251111111111,JWST,60045.226073146296,2950.0,"(2148, 528)",8577,0
PN-HU-2-1,282.44819791666663,20.844294444444444,JWST,59734.38244291343,7500.0,"(2824, 208)",8533,0
UNKNOWN,198.65074452793485,24.549615849755835,JWST,60106.56347019844,4433.0,"(1986, 245)",8586,0
MACS0647-MSA-TARGETS,101.95346291666668,70.23656944444444,JWST,59952.24948306527,1150.0,"(1019, 702)",8564,0
UNKNOWN,81.84464534264833,-12.796999478792864,JWST,60715.93955535069,4433.0,"(818, -128)",8673,0
UNKNOWN,20.6411251997762,-30.880420839970498,JWST,60629.26404244966,2771.5,"(206, -309)",8661,0
Obs4_358_edited,214.86704333333333,52.876955555555554,JWST,60414.85048079097,3330.0,"(2148, 528)",8630,0
JWST-NEP-TDS-FIELD,260.69956666666667,65.82265,JWST,59909.95482395359,1550.0,"(2606, 658)",8558,0
UNKNOWN,337.4208206256172,-20.961419064723643,JWST,60248.29110023496,2771.5,"(3374, -210)",8606,0
TWA-25,183.87732148687545,-39.812025693084,JWST,60477.30018126598,4433.0,"(1838, -399)",8639,0
LMC-CAL-FIELD,80.49030833333333,-69.49815555555557,JWST,59771.04143424589,701.0,"(804, -695)",8538,0
COSMOS-ZFOURGE-FINAL-V1-OBS1,150.093185,2.285580555555556,JWST,60091.24477051898,2950.0,"(1500, 22)",8584,0
UNKNOWN,162.69294527804294,0.3336997098645032,JWST,60462.656957614585,1499.5,"(1626, 3)",8637,0
W3-JWST-3A-FINAL,36.41720291666666,62.0327,JWST,60713.43019599885,4433.0,"(364, 620)",8673,0
POPIII,64.04569291666667,-24.060105555555538,JWST,59868.63588250035,2950.0,"(640, -241)",8552,0
UNKNOWN,189.4171018938376,62.277431157660125,JWST,60449.294994233045,2992.0,"(1894, 622)",8635,0
M82,148.96845833333333,69.67970277777778,JWST,60749.62994752164,1150.0,"(1489, 696)",8678,0
UNKNOWN,3.480750714704736,-30.293479725914462,JWST,60624.76283737552,1990.5,"(34, -303)",8660,0
UNKNOWN,85.0919608082999,-69.4553646282881,JWST,60720.61624297494,4433.0,"(850, -695)",8674,0
UNKNOWN,27.097699392315658,6.097493832063038,JWST,60659.35674250695,4433.0,"(270, 60)",8665,0
msa_g165_cat_fix,171.79641833333332,42.474825,JWST,60056.79536786273,2850.0,"(1717, 424)",8579,0
ABELL370,39.97904875,-1.5879305555555447,JWST,60520.10721838698,4800.0,"(399, -16)",8645,0
J0148+0600,27.156829166666668,6.005558333333333,JWST,59942.98001036169,1990.5,"(271, 60)",8563,0
AURORA_COSMOS_inputcat_final,150.12510208333333,2.351052777777778,JWST,60307.88123593704,2850.0,"(1501, 23)",8615,0
UNKNOWN,34.29800333461263,-5.117901872987207,JWST,60321.91245026614,1147.5,"(342, -52)",8617,0
NIRCAM-WFSS9,214.92137166666663,52.82664722222223,JWST,59934.0230086684,3560.0,"(2149, 528)",8562,0
A2744_NIRSpec_v21_obs10,3.5040270833333333,-30.34701388888891,JWST,60241.89215266018,2950.0,"(35, -304)",8605,0
UNKNOWN,68.88778590374004,24.41856097892877,JWST,60215.03482088397,2771.5,"(688, 244)",8602,0
UNKNOWN,3.61105238640431,0.6463205140928253,JWST,60513.215005802485,1147.5,"(36, 6)",8644,0
SDSSJ1306+0356,196.5344125,3.9406083333333335,JWST,60483.96200580729,3357.5,"(1965, 39)",8640,0
J0244M5008,41.00425,-50.14825000000002,JWST,59802.62263735781,4400.0,"(410, -502)",8543,0
2MASS-21230682+0421316,320.778441619098,4.358740287987029,JWST,60626.12312586806,2121.5,"(3207, 43)",8660,0
UNKNOWN,205.57202362391968,9.308159595620848,JWST,59996.68740096123,1500.0,"(2055, 93)",8570,0
UNKNOWN,176.42253767917708,20.381927862082005,JWST,60104.28662378837,1550.0,"(1764, 203)",8586,0
P330E,247.89082014629,30.14597885036364,JWST,59798.47938628727,2850.0,"(2478, 301)",8542,0
UNKNOWN,53.059934867259855,-27.81066249498103,JWST,60635.766203436,4433.0,"(530, -279)",8662,0
J2102M1458,315.580125,-14.98162777777776,JWST,59845.19140078373,4400.0,"(3155, -150)",8549,0
GOODSS2012,53.079725833333335,-27.852366666666683,JWST,60336.72135760058,2950.0,"(530, -279)",8619,0
NGC2023-PDR,85.42083333333333,-2.2615833333333057,JWST,59984.15360860712,3985.0,"(854, -23)",8569,0
LMC-ASTROMETRIC-FIELD-OFFSET,80.55971333333333,-69.5001666666667,JWST,59720.14154967055,2800.0,"(805, -696)",8531,0
UNKNOWN,36.8195847743888,-53.32988487293096,JWST,60536.25619630035,900.0,"(368, -534)",8648,0
UNKNOWN,214.96750755495407,52.907103425572245,JWST,60480.05843666771,1147.5,"(2149, 529)",8640,0
UNKNOWN,20.84073670085777,-28.87898997761626,JWST,60623.940076084895,1315.0,"(208, -289)",8660,0
NAME-LMC,80.89418085450883,-69.75611052251705,JWST,60585.160906257865,25500.0,"(808, -698)",8655,0
UNKNOWN,53.029486186486274,-27.907066360876005,JWST,60605.77455009108,1405.0,"(530, -280)",8657,0
UNKNOWN,53.09561259974594,-27.69597249460724,JWST,60682.31248737656,1990.5,"(530, -277)",8668,0
UNKNOWN,53.01716607954016,-27.89162201059057,JWST,60605.77455009108,1405.0,"(530, -279)",8657,0
UNKNOWN,149.45762039822856,1.9208963522691087,JWST,60281.70847726036,1950.0,"(1494, 19)",8611,0
TITAN-TRAILING,321.1593451832233,-16.549607886717077,JWST,59887.897190991775,2850.0,"(3211, -166)",8555,0
WIDE2028,150.09205375,2.228972222222222,JWST,60282.000797284025,2950.0,"(1500, 22)",8611,0
UNKNOWN,53.032417929969256,-27.75219064821357,JWST,60303.03735252975,1990.5,"(530, -278)",8614,0
UNKNOWN,53.188746312093386,-27.84777614577613,JWST,60531.41589043485,1405.0,"(531, -279)",8647,0
SOUTH-NRCA3-05594593-6548425.2,89.941405,-65.81181388888888,JWST,59652.589841542365,4433.0,"(899, -659)",8521,0
UNKNOWN,152.43136325874366,26.988944105355813,JWST,60439.38326496759,900.0,"(1524, 269)",8634,0
2MASS-23172056+3921004,349.3356323582492,39.35006516213042,JWST,60249.99127587963,2121.5,"(3493, 393)",8607,0
VDESJ0020-3653,5.131133333333333,-36.89495,JWST,59902.08690360255,2850.0,"(51, -369)",8557,0
WASP-107,188.3861823849974,-10.1462372819737,JWST,60487.566446377314,3985.0,"(1883, -102)",8641,0
ECLIPTIC-TARGET2-V2,128.5423745833334,27.31368333333333,JWST,59675.097815993344,2771.5,"(1285, 273)",8525,0
2MASS-J17554042+6551277,268.9183320833334,65.85770833333332,JWST,59749.69022537037,2096.5,"(2689, 658)",8535,0
NGC6720,283.3961625,33.029175,JWST,59795.074598960535,2121.5,"(2833, 330)",8542,0
GN20-IMAGER,189.30431875,62.36434166666667,JWST,59908.0125346625,5600.0,"(1893, 623)",8558,0
WDJ055119.48-001021.11,87.83193175869494,-0.171005058713551,JWST,60386.31943379167,10000.0,"(878, -2)",8626,0
P177D,239.80650192897417,47.61165177860534,JWST,60018.30879707176,800.0,"(2398, 476)",8574,0
UNKNOWN,261.62215692633936,60.5124267073706,JWST,60319.748582962966,1270.0,"(2616, 605)",8617,0
HD-159222,263.0023201832348,34.27154277311871,JWST,59736.38385492593,8300.0,"(2630, 342)",8533,0
J0252-eMPT-target-pointing1,43.06871208333333,-5.049233333333348,JWST,60178.530022683335,2950.0,"(430, -51)",8596,0
UNKNOWN,246.7491653745729,-24.287697590693952,JWST,60385.69133758276,1990.5,"(2467, -243)",8626,0
2MASS-00470230-3434134,11.759707177778438,-34.57045805553271,JWST,59872.34716498843,2121.5,"(117, -346)",8553,0
UNKNOWN,214.8954471498707,52.83747172654244,JWST,60735.27048083339,1990.5,"(2148, 528)",8676,0
UNKNOWN,85.47668878382852,-69.76289130158321,JWST,60572.14370488802,1315.0,"(854, -698)",8653,0
J1058P2930,164.53216666666668,29.51158333333333,JWST,60061.20330284393,4400.0,"(1645, 295)",8580,0
UNKNOWN,178.1886178606375,-15.623061503606928,JWST,60483.37034297703,1950.0,"(1781, -157)",8640,0
ASTROFIELD-APA-330,80.48939416666667,-69.4964277777778,JWST,59752.73105022524,2950.0,"(804, -695)",8536,0
C26202,53.13702471021563,-27.863436505461006,JWST,60166.11311130509,2096.5,"(531, -279)",8595,0
UNKNOWN,75.42458396817585,-43.63740010343555,JWST,60274.20971013165,2771.5,"(754, -437)",8610,0
J0844-0052,131.13166333333334,-0.8818499999999858,JWST,59899.68333427697,3985.0,"(1311, -9)",8557,0
2MASS-12394485-6309178,189.9367174799401,-63.15493844109852,JWST,60409.62637706019,2121.5,"(1899, -632)",8629,0
GaiaDR3834234385783616640,159.43172737238137,48.955679284422295,JWST,60411.896793851854,7500.0,"(1594, 489)",8630,0
SN2006bc,110.32083333333333,-68.99925000000002,JWST,60385.27775843981,7700.0,"(1103, -690)",8626,0
MQN01_APT_allcat_v3,10.387764583333334,-49.60526111111113,JWST,60137.14331053056,3330.0,"(103, -497)",8591,0
UNKNOWN,150.0696359053946,2.238519022179323,JWST,60286.89695340156,1147.5,"(1500, 22)",8612,0
UNKNOWN,124.42745289814972,70.7936132372089,JWST,60686.87797831719,4433.0,"(1244, 707)",8669,0
UNKNOWN,214.872120543278,52.789350315142414,JWST,60735.17395295833,900.0,"(2148, 527)",8676,0
J0923P0402,140.94632083333337,4.048494444444445,JWST,59912.95054956846,4400.0,"(1409, 40)",8558,0
NGC1792,76.30969,-37.98056111111112,JWST,60326.71501484769,7700.0,"(763, -380)",8618,0
BD+60-1753,261.21787362675195,60.43078387370596,JWST,60013.06714115254,2121.5,"(2612, 604)",8573,0
UNKNOWN,70.36443170931975,-46.00415988686197,JWST,60348.13831654594,900.0,"(703, -461)",8621,0
UNKNOWN,202.2037381912397,47.09231976066904,JWST,60461.03719497859,900.0,"(2022, 470)",8637,0
GD71,88.11563262284561,15.885816577475914,JWST,60604.96814588912,3221.5000000000005,"(881, 158)",8657,0
MSA-CAT-V9,3.586205,-30.396302777777805,JWST,59875.812794750695,2950.0,"(35, -304)",8553,0
UNKNOWN,70.37772895177191,-45.97910273111342,JWST,60348.13831654594,900.0,"(703, -460)",8621,0
UNKNOWN,53.0036425635486,-27.8242127094836,JWST,60267.12326120301,1147.5,"(530, -279)",8609,0
LAWD-52,204.70225234885183,70.28528940132206,JWST,60450.37707310851,4433.0,"(2047, 702)",8635,0
SPT-CLJ2011-5228,302.7810833333333,-52.47117222222221,JWST,60558.959837630784,1671.0,"(3027, -525)",8651,0
table_eysc_MSA_master,24.17302958333333,15.786583333333333,JWST,60331.1293774706,1150.0,"(241, 157)",8618,0
2MASS-J16051534+6219310,241.3138021262102,62.32529079699498,JWST,59643.832000755785,2121.5,"(2413, 623)",8520,0
UNKNOWN,34.34436928024343,-2.198903721616475,JWST,60162.64210124694,1147.5,"(343, -22)",8594,0
UNKNOWN,266.43000149426825,-28.95805099865944,JWST,60202.92700134433,1990.5,"(2664, -290)",8600,0
01220441-3337036,20.519967231830343,-33.618309169433005,JWST,60543.31799131204,3357.5,"(205, -337)",8649,0
-BET-PIC,86.82124774838441,-51.06595813354999,JWST,60285.37599458715,2950.0,"(868, -511)",8612,0
CHXR-73B,166.61791184658622,-77.62610011461369,JWST,60745.84748728102,2800.0,"(1666, -777)",8677,0
UNKNOWN,142.9223995803729,8.294552515169432,JWST,60054.171510965854,1147.5,"(1429, 82)",8579,0
GOODS-N_new_16,189.29790208333333,62.272822222222224,JWST,60732.97868362778,21000.0,"(1892, 622)",8676,0
MQN03_APT_allcat_v092023b,11.14352,-26.192225000000008,JWST,60273.522756167135,3330.0,"(111, -262)",8610,0
A2744_NIRSpec_v21_obs11,3.5040270833333333,-30.34701388888891,JWST,60242.00201848194,2950.0,"(35, -304)",8606,0
UNKNOWN,83.53218185055707,-69.14353874563068,JWST,60359.28722413044,1500.0,"(835, -692)",8622,0
MODERATEBGND,277.0,-11.0,JWST,59698.38935724537,5600.0,"(2770, -110)",8528,0
GJ-758-Background,290.9270833333333,33.22083333333334,JWST,60140.79780748612,15500.0,"(2909, 332)",8591,0
UNKNOWN,54.44145240772822,-4.866802734629552,JWST,60547.42567243837,900.0,"(544, -49)",8649,0
WAKEPOS2,40.44026166666667,-8.350525000000005,JWST,60515.760508667416,2850.0,"(404, -84)",8645,0
J0109M3047,17.471375000000002,-30.790638888888907,JWST,59802.10980132772,4400.0,"(174, -308)",8543,0
FGS-LAMP-FLAT,260.0063333333333,29.97044444444444,JWST,59698.84310730122,2800.0,"(2600, 299)",8528,0
AZV468,18.02449625,-72.68239444444447,JWST,60495.68759888982,4005.0,"(180, -727)",8642,0
P330E,247.8908209425283,30.145981389132107,JWST,59721.01005247397,4800.0,"(2478, 301)",8531,0
P330E,247.89081997671067,30.14597821805787,JWST,59819.92607844861,4433.0,"(2478, 301)",8545,0
UNKNOWN,187.466434822148,26.99880649749206,JWST,60477.68560168889,900.0,"(1874, 269)",8639,0
NAME-LMC,80.89418072762855,-69.75611052778078,JWST,60554.936979769904,10000.0,"(808, -698)",8650,0
UNKNOWN,214.9162570203516,52.83324010490634,JWST,60735.27048083339,4433.0,"(2149, 528)",8676,0
GNZ11,189.1060420833333,62.242041666666665,JWST,60417.13146689132,3330.0,"(1891, 622)",8631,0
UNKNOWN,260.2570392507992,-35.639896627162194,JWST,60415.42297419676,1499.5,"(2602, -357)",8630,0
WASP-39,217.3266105011862,-3.4444993237274284,JWST,59782.96758253311,3221.5000000000005,"(2173, -35)",8540,0
UNKNOWN,189.34798616948183,62.1550478933929,JWST,60687.61379785845,4433.0,"(1893, 621)",8669,0
UNKNOWN,145.88928955642868,-0.6645976606555531,JWST,60443.842885639984,1950.0,"(1458, -7)",8634,0
DG-TAU-B-MIRI1,66.76085250000001,26.091608333333333,JWST,59992.7962685544,18000.0,"(667, 260)",8570,0
UNKNOWN,3.566796799639188,-30.412852179226885,JWST,60242.913798663314,900.0,"(35, -305)",8606,0
UNKNOWN,84.15606249422507,-75.18519749676912,JWST,59830.20574599537,2950.0,"(841, -752)",8547,0
UNKNOWN,167.79475906409542,55.59962334435025,JWST,60443.1230457147,1147.5,"(1677, 555)",8634,0
SN2024INV,166.63400625,11.378486111111112,JWST,60647.056297325005,7500.0,"(1666, 113)",8663,0
UNKNOWN,10.916574708733783,-20.71060141962673,JWST,60655.187797708335,1270.0,"(109, -208)",8665,0
J075108.79-763449.6,117.785172050083,-76.5811765857693,JWST,60098.0959568449,10000.0,"(1177, -766)",8585,0
JWST-NEP-TDF,260.8,65.76444444444445,JWST,60527.60850903663,1700.0,"(2608, 657)",8646,0
UNKNOWN,34.19291606247176,-5.108148007946546,JWST,60301.22061329855,1147.5,"(341, -52)",8614,0
CB-26,74.9616375,52.07885277777778,JWST,60369.55417782888,2992.0,"(749, 520)",8624,0
06004130-4453500,90.17225613680482,-44.89708980362766,JWST,60675.74713477268,3357.5,"(901, -449)",8667,0
LMC-CAL-FIELD,80.49032264914864,-69.49815496165243,JWST,60615.64516736632,2800.0,"(804, -695)",8659,0
WHL0137-MSA-OBS3,24.34723333333333,-8.444561111111113,JWST,59939.74396657222,2950.0,"(243, -85)",8562,0
CWEBTILE-0-0,149.92724625,2.63775,JWST,60314.16533833189,1147.5,"(1499, 26)",8616,0
XMM1-Z-1664,34.31345833333333,-5.129388888888911,JWST,60649.97316079225,701.0,"(343, -52)",8664,0
MACS0647-MSA-OBS23,101.9600029166667,70.24392222222222,JWST,59995.83065244606,2950.0,"(1019, 702)",8570,0
UNKNOWN,356.628062304916,-0.4561185035279638,JWST,60131.20603705122,1990.5,"(3566, -5)",8590,0
UNKNOWN,70.78531519767087,25.4494794666138,JWST,60226.78913192998,1990.5,"(707, 254)",8603,0
UNKNOWN,174.386944657051,57.76422092850351,JWST,60441.20094720249,900.0,"(1743, 577)",8634,0
UNKNOWN,189.3351639047339,62.28640100620595,JWST,60028.17158013767,4433.0,"(1893, 622)",8575,0
2MASS-03050077+2259517,46.25316929747572,22.997609937645976,JWST,59949.74540278936,2121.5,"(462, 229)",8564,0
WDJ084644.41+353833.56,131.6837565048469,35.64220415964844,JWST,60422.77751629167,10000.0,"(1316, 356)",8631,0
SNAP2,244.9420597451017,55.57155193897697,JWST,60703.588361831135,2950.0,"(2449, 555)",8671,0
MACSJ0416.1-2403,64.03904166666666,-24.072361111111093,JWST,60682.86510615828,3600.0,"(640, -241)",8668,0
J0430M1445,67.68191666666667,-14.761447222222216,JWST,59833.59986520503,4400.0,"(676, -148)",8547,0
J1048M0109,162.0795416666667,-1.1611694444444538,JWST,60061.2928579423,4400.0,"(1620, -12)",8580,0
catalog_J1148_phaseII_v3,177.07101916666667,52.86308055555556,JWST,60356.61344992697,2850.0,"(1770, 528)",8622,0
2MASS-11173595+6753000,169.39869956969474,67.88320676452022,JWST,60361.32564844907,2121.5,"(1693, 678)",8623,0
ECLIPTIC-RA60,106.9085,27.56308611111111,JWST,59670.77284245891,3221.5000000000005,"(1069, 275)",8524,0
SN2022AAIQ,216.63345416666667,56.58420277777778,JWST,60119.43254776736,3985.0,"(2166, 565)",8588,0
UNKNOWN,0.0,0.0,JWST,59705.72184166018,1315.0,"(0, 0)",8529,0
WDJ090633.51-262656.02,136.63991635636708,-26.449454582955667,JWST,60409.00998019792,10000.0,"(1366, -265)",8629,0
NGC-2024,85.42399999999999,-1.909249999999986,JWST,60004.4027561224,3620.5,"(854, -20)",8572,0
UNKNOWN,11.401347342103284,-40.69958598719387,JWST,60541.87068398524,2365.0,"(114, -407)",8648,0
J1743045-OFFSET,265.7687080235853,66.91849912672288,JWST,59825.24671253518,1845.0,"(2657, 669)",8546,0
2007VL305,70.99609476154747,-2.6225186265731444,JWST,59840.31143046632,2950.0,"(709, -27)",8548,0
HOPS-91,83.82885416666666,-5.014197222222208,JWST,60742.063996738485,3985.0,"(838, -51)",8677,0
HR6538,263.00213762655426,34.27158280573122,JWST,60560.25772910509,3357.5,"(2630, 342)",8651,0
UNKNOWN,27.116468475924528,6.05233674636231,JWST,60659.35674250695,4433.0,"(271, 60)",8665,0
PAR2346-0021-164,356.5660370833333,-0.3485722222222307,JWST,60131.2062989261,2950.0,"(3565, -4)",8590,0
UNKNOWN,182.9192809618156,-1.1320258654710948,JWST,60124.70189265197,1550.0,"(1829, -12)",8589,0
UNKNOWN,48.521139045861794,-17.97987961335481,JWST,60203.87411087494,1147.5,"(485, -180)",8600,0
UNKNOWN,18.126663503369063,17.173180899593582,JWST,60144.61192070313,1990.5,"(181, 171)",8592,0
UGCA-116-NIRSPEC,88.92765625,3.391941666666667,JWST,60216.29073409196,3330.0,"(889, 33)",8602,0
HD-13246,31.86011135495822,-59.67955507547281,JWST,60545.60321194861,3357.5,"(318, -597)",8649,0
HD2811,7.826983853768025,-43.60641881398112,JWST,60639.8168683449,23000.0,"(78, -437)",8662,0
